_step,_timestamp,_runtime,step,extrap/loss_L1024,extrap/loss_L2048,extrap/loss_L512,extrap/ppl_L1024,extrap/ppl_L2048,extrap/ppl_L512,optim/lr,stability/grad_norm,stability/train_loss_is_finite,stability/val_loss_is_finite,system/inference_tokens_per_sec,system/peak_gpu_mem_gb,system/sec_per_virtual_epoch,system/tokens_per_sec,system/virtual_epoch,train/loss,val/best_loss,val/best_perplexity,val/best_step,val/loss,val/perplexity
0,1779523687.4253438,26.56467028,1,,,,,,,6e-07,2.701037883758545,1,1,43749.05855790988,4.2037672996521,684238.0035839081,3633.0016909023702,1.6477342007006166e-06,10.87549877166748,10.841518640518188,51098.919978492195,1,10.841518640518188,51098.919978492195
1,1779523869.6045876,208.743691794,500,,,,,,,0.0003,0.8234193921089172,1,1,43695.71329397028,4.667081832885742,222002.6451565218,11197.334258100273,0.0008238671003503083,5.988938808441162,5.819682610034943,336.86511905262296,500,5.819682610034943,336.86511905262296
2,1779524052.0497167,391.188804688,1000,,,,,,,0.000298747619491258,1.503145694732666,1,1,43564.17174090856,4.667081832885742,221803.7102014146,11207.377107184866,0.0016477342007006166,5.229593276977539,5.193972492218018,180.1829083079008,1000,5.193972492218018,180.1829083079008
3,1779524234.5661151,573.705249433,1500,,,,,,,0.00029500377892902453,1.29323148727417,1,1,43442.158289047824,4.667081832885742,221710.67390151785,11212.080051248184,0.002471601301050925,4.634267330169678,4.857334470748901,128.6807422770316,1500,4.857334470748901,128.6807422770316
4,1779524416.9998798,756.138957508,2000,,,,,,,0.0002888382139419393,1.3577982187271118,1,1,43556.056899672694,4.667081832885742,221658.32411683773,11214.728045537764,0.003295468401401233,4.520222187042236,4.690385818481445,108.89518547871086,2000,4.690385818481445,108.89518547871086
5,1779524601.8898492,941.029006791,2500,,,,,,,0.0002803657773400148,1.4749294519424438,1,1,43669.960395731636,4.667081832885742,222179.82753385336,11188.404688185452,0.004119335501751541,4.202516078948975,4.3802865743637085,79.86091621736439,2500,4.3802865743637085,79.86091621736439
6,1779524784.3694026,1123.508706007,3000,,,,,,,0.0002697442945866792,1.5435484647750854,1,1,43659.91144259057,4.667081832885742,222088.25557432364,11193.017917906487,0.00494320260210185,3.5468204021453857,4.272539854049683,71.70352101849419,3000,4.272539854049683,71.70352101849419
7,1779524964.076351,1303.215461308,3500,,,,,,,0.0002571716238090099,1.5521615743637085,1,1,43671.12554388912,4.667081832885742,222001.5288567708,11197.390562133442,0.005767069702452158,3.5434811115264893,4.272539854049683,71.70352101849419,3000,4.314720416069031,74.79270968072277
8,1779525143.845872,1482.98506731,4000,,,,,,,0.00024288197007518844,1.699425458908081,1,1,43664.36570888421,4.667081832885742,221522.85743993282,11221.5861276259,0.006590936802802466,3.309627056121826,4.272539854049683,71.70352101849419,3000,4.359939599037171,78.2524077595658
9,1779525323.6038783,1662.742958967,4500,,,,,,,0.00022714152259721256,1.570388674736023,1,1,43686.96351390006,4.667081832885742,221153.19057296848,11240.34348118441,0.007414803903152775,2.6247453689575195,4.272539854049683,71.70352101849419,3000,4.480082762241364,88.24197547712205
10,1779525506.1397278,1845.278918318,5000,,,,,,,0.00021024349612952672,1.9792355298995972,1,1,43430.54428498789,4.667081832885742,221192.61212279004,11238.340196552512,0.008238671003503083,2.8922674655914307,4.272539854049683,71.70352101849419,3000,4.577482151985168,97.2691766230334
11,1779525685.8856869,2025.024871447,5500,,,,,,,0.0001925026689329299,1.8675248622894287,1,1,43602.45118664868,4.667081832885742,220921.44558409386,11252.134519705396,0.009062538103853391,2.7001748085021973,4.272539854049683,71.70352101849419,3000,4.705445384979248,110.54751018509717
12,1779525865.637206,2204.77649697,6000,,,,,,,0.0001742495190511606,1.928990364074707,1,1,43568.87520866962,4.667081832885742,220692.76741038368,11263.793794281997,0.0098864052042037,2.059908390045166,4.272539854049683,71.70352101849419,3000,4.84515255689621,127.12267395508705
13,1779526045.415773,2384.554870279,6500,,,,,,,0.0001558240681302303,1.7097856998443604,1,1,43499.03021642479,4.667081832885742,220502.4046281683,11273.517983587757,0.010710272304554009,1.4344348907470703,4.272539854049683,71.70352101849419,3000,4.954040479660034,141.74653241955932
14,1779526225.167359,2564.306460012,7000,,,,,,,0.00013756954745850397,2.0977509021759033,1,1,43468.05701167627,4.667081832885742,220333.95432124063,11282.136843855302,0.011534139404904315,2.1838653087615967,4.272539854049683,71.70352101849419,3000,5.110643875598908,165.77706032152585
15,1779526407.8273158,2746.966549689,7500,,,,,,,0.00011982600421721645,2.0455517768859863,1,1,43543.0285853694,4.667081832885742,220423.9051601368,11277.5328165702,0.012358006505254624,1.7704178094863892,4.272539854049683,71.70352101849419,3000,5.20527594089508,182.2311508584506
16,1779526587.5741274,2926.71326767,8000,,,,,,,0.00010292396704487966,2.3360486030578613,1,1,43471.01352203955,4.667081832885742,220287.7873481682,11284.501305880818,0.013181873605604933,1.9669195413589478,4.272539854049683,71.70352101849419,3000,5.328194177150726,206.06552013981982
17,1779526767.2828438,3106.421942574,8500,,,,,,,8.717828891413191e-05,2.190990924835205,1,1,43387.83314997768,4.667081832885742,220160.0123417562,11291.050529835606,0.014005740705955241,1.6246510744094849,4.272539854049683,71.70352101849419,3000,5.485546088218689,241.18061393490055
18,1779526947.0378468,3286.17706934,9000,,,,,,,7.288228201658188e-05,1.7535991668701172,1,1,43691.85567680162,4.667081832885742,220050.73098112806,11296.657879374143,0.01482960780630555,0.9490599036216736,4.272539854049683,71.70352101849419,3000,5.5524908065795895,257.8790835314819
19,1779527126.8014073,3465.940552888,9500,,,,,,,6.030225391164706e-05,2.014092206954956,1,1,43574.060664741955,4.667081832885742,219951.78552393074,11301.739688444315,0.01565347490665586,1.1722464561462402,4.272539854049683,71.70352101849419,3000,5.635473644733429,280.19159716071
20,1779527309.3761387,3648.515301129,10000,,,,,,,4.967254672059517e-05,1.9308485984802246,1,1,43441.18810909561,4.667081832885742,220033.4332589746,11297.545955546777,0.016477342007006165,1.1757748126983643,4.272539854049683,71.70352101849419,3000,5.682298696041107,293.62360618364676
21,1779527489.1286561,3828.267849115,10500,,,,,,,4.11911717762171e-05,1.7263518571853638,1,1,43381.982396869564,4.667081832885742,219946.79307373834,11301.99622036139,0.017301209107356476,0.8564386367797852,4.272539854049683,71.70352101849419,3000,5.7461266875267025,312.97605547271587
22,1779527668.8450887,4007.984198439,11000,,,,,,,3.501612104634899e-05,2.0480363368988037,1,1,43604.125536004874,4.667081832885742,219866.15615526334,11306.141279172456,0.018125076207706783,1.1509932279586792,4.272539854049683,71.70352101849419,3000,5.810512769222259,333.79023916128625
23,1779527848.5764203,4187.715534441,11500,,,,,,,3.126242404244361e-05,1.9152663946151733,1,1,43341.102055459596,4.667081832885742,219791.69363662833,11309.971650292315,0.01894894330805709,0.9570944905281067,4.272539854049683,71.70352101849419,3000,5.845254409313202,345.59045202756334
24,1779528028.4119925,4367.551114232,12000,,,,,,,3.0000005037416198e-05,1.8201649188995361,1,1,43452.86126492248,4.667081832885742,219727.81500972545,11313.259652129038,0.0197728104084074,0.8353284001350403,4.272539854049683,71.70352101849419,3000,5.877033519744873,356.74938046418094
25,1779528085.9129603,4425.05227357,,5.877056086063385,6.20843403339386,6.05162342786789,356.7574310751656,496.92247767333964,424.8021061382013,,,,,,,,,,,,,,,
